state,district,ph,organic_carbon,nitrogen,phosphorus,potassium,sulphur,zinc,boron,iron,manganese,copper,soil_type,rainfall,temperature
Kerala,District_49,7.044882442729978,0.5040428207453655,76.4134137004743,14.979575084544281,133.93533108885606,19.651274067505398,1.7441939903578794,0.41375048252732344,19.099826908927913,5.117023094426705,1.6844399762610898,Alluvial,541.0850106162607,25.955639329650715
Uttar Pradesh,District_54,5.954469518974639,0.8416767592796617,109.21591723789328,29.317552431102396,232.09373049771852,25.22057800229587,0.3419220339837033,0.4878167818150393,10.377422355368966,7.207326462846465,11.27894729367208,Alluvial,726.3342901237088,44.9218573369961
Sikkim,District_10,5.844010022775087,0.9532124426503914,153.12693023644695,68.77818058327753,148.28180817315481,11.56391891453578,0.34291974498318667,0.32353483168376695,25.40565517620058,29.56685672431426,3.5214726354480748,Black,1076.6136949725324,32.38976043011931
Delhi,District_53,6.631762424348503,1.078904996024898,238.80386731128104,50.577993855430854,155.85809314696152,6.382951128158815,3.4469661643176934,0.771631294897667,53.20615971643263,9.411264535736036,1.0996932400719293,Alluvial,740.5338415151558,32.17349495892502
Kerala,District_44,8.316513394282136,0.5264781009113917,70.69246288204467,30.412353686990063,108.66883036248174,25.295316509692572,0.15581345743959293,0.49913952057767846,52.48407933405437,7.483052035741137,3.0115590355733977,Alluvial,530.2724431912185,23.190965750296176
Tripura,District_47,7.6945340477416595,0.1,109.53922139085626,6.9673337895987375,206.50801668772039,4.741169860940248,1.154710600513171,0.7599142879350413,42.11754254816328,6.530011992514373,11.3902405814194,Alluvial,271.96699674362935,35.739149523246134
Mizoram,District_53,6.772906872203293,0.7590812385817024,144.94467259419451,49.21517064662963,198.415482270891,36.552243925784886,0.07605465114048393,0.15090353832825615,91.06391081332238,25.064375933532922,0.7645400716808136,Black,560.7676228243041,41.47746892766547
Uttarakhand,District_74,7.737423433762871,0.3958581837240862,165.3674813633567,5.911850752641223,169.29207984838916,6.210589680720719,1.3426751686253822,0.05073997425685772,69.815110828295,9.311463697965271,2.5165826523037986,Desert,1032.43895841945,18.024446259792242
Uttarakhand,District_46,7.122342452498994,0.27300306962183324,236.9043982132518,47.92007117279571,197.4717517435147,21.64567591497428,1.8472227090873372,0.6964779770719776,39.19944684460475,6.558901291618175,0.3011683193288494,Mountain,334.6765412920942,29.07961335494812
Jharkhand,District_13,5.396128369249655,0.1,178.73103721467427,23.957886024376336,122.96393395136388,12.405997865082705,1.4942575117398003,0.4628816359227432,80.6292083453108,16.16621115512858,0.10510768394667692,Desert,760.3699051115244,38.412667260801115
West Bengal,District_37,6.625834856974027,0.41620981958481085,164.1099442531955,8.895045418148719,183.0063299464771,20.41914201930841,0.7217380226128549,1.366189200610773,13.933971121131476,12.675928458777799,7.055503397628213,Desert,789.860161797361,32.61952072340843
West Bengal,District_24,6.712208484822241,0.29305609223455853,63.64202902885429,5.219942183807432,145.25397922643987,16.218424016594405,2.4114374548608364,0.20994788401999917,27.343340764429367,18.1520630544683,3.677476170685815,Laterite,733.937108505178,31.59076048067096
Meghalaya,District_2,7.714028404311154,0.32241238388804117,256.5464812278192,5.450158405970386,87.9038080203145,22.3736036833044,1.9850860964252737,0.10455984575549004,35.92429881540439,37.51994744800835,0.7934231363919388,Black,580.7213634804064,28.941000299809495
Manipur,District_86,6.120235399277484,0.536267033829324,135.8734025645345,20.763446656217372,77.70765967870207,8.360225173407448,1.9582489945095063,1.3405284645405386,28.33341748483777,24.196295235792707,1.7739384259245348,Desert,834.2967321984576,34.564857493399735
Jammu and Kashmir,District_81,5.7048025092070755,0.3585628252374512,351.60344656284275,26.29085775890254,208.29068927394752,15.061977924683893,1.855212265679877,0.21583644187828188,20.412791068062294,13.371855247622868,0.9594946162756774,Mountain,749.7991675920312,39.25192711948964
Jammu and Kashmir,District_100,6.745343651855832,0.24360215446987687,87.30365593101831,6.130147837109339,101.34922719148064,44.239332039148785,1.1745320610459278,0.05978604778114681,30.507634623920204,15.86594766730405,3.041773489015482,Desert,1483.5574081181574,20.564194734478725
Manipur,District_14,6.025490595206536,0.6676259433472875,99.56440256276761,44.69614040262439,191.17774026081332,3.3670340918784247,0.08862623698963618,0.0931191935377995,20.080824095697043,26.09932301715608,1.5854250946867725,Desert,582.784311216479,26.855393688785064
Jammu and Kashmir,District_10,6.4117889364996365,0.5828144184103773,263.9095553719128,61.40263741548068,50.0,21.491690628164775,0.03474753499582184,1.3893884289062388,43.48599407614339,9.988551271460127,2.3097045987726648,Alluvial,895.6176657528704,29.768008768635337
Odisha,District_35,6.702944512530648,0.26812026429785496,92.45927401904261,37.47161438258448,170.07991939568882,65.72265722272743,0.9563722771724964,0.07107739097090343,44.71082615432544,32.653389191870836,4.93529292347248,Red,460.9148029400603,14.277298466038548
Kerala,District_25,6.3403470035306535,0.17090124387942698,112.80113037398807,27.114922580433237,118.04468521703885,44.39861812034017,3.0971374910743927,0.013669834817926696,65.18133619277256,13.838243552507516,2.0316201963690106,Red,1047.0301846044717,34.25850739160462
Tamil Nadu,District_3,7.95581929142338,0.7756696117324334,143.19901646481284,12.729502641707299,93.88462131897313,17.915982257107192,2.1215819593089784,0.28918900633614353,124.6381729464002,4.322375850657938,0.11305313022707815,Red,1006.1600013106863,40.05321238358434
Punjab,District_17,8.497154127205306,0.1867511883455374,112.2171425333939,22.728219980345987,151.24777378918236,24.960904748066515,0.22865456008258367,0.3220133628821142,128.2789613998783,7.5484681834842,10.501393750247107,Desert,736.5617723825901,37.61469406121791
Tripura,District_12,7.8354928915498565,1.1128607439567042,311.1902897776667,5.0,158.59376277999192,48.35276308760366,1.4950216442298145,0.2910939033990828,32.10360903423646,20.435447572335516,4.758777859629691,Alluvial,451.0920062563262,27.41805931684658
Assam,District_54,4.674563401814163,0.1445185601400316,179.69867537467513,36.09596539761065,164.19584030184433,27.59545118750556,0.3677917203362244,0.5824778749098221,34.13812182098393,8.875003353297421,1.3929041028786,Black,823.1719727248307,34.57978564266484
Chhattisgarh,District_24,6.029631605237799,0.8098084088126193,99.06585838067237,6.930305140931306,173.26410767516367,12.439337618344876,1.1301491745914267,0.9821706220949573,47.9897099674607,21.497982484047128,1.098341738224973,Black,1003.8882929142777,31.202829646865094
Odisha,District_29,6.585617457161366,0.2641885232753495,243.49912906428148,50.7289811216484,142.2428661721817,11.97384171324299,0.7573139180432125,1.3580995240061131,21.764140929600757,9.559920693443587,0.843318906082897,Red,905.010399061023,27.718133385415076
Gujarat,District_43,4.584472088779909,0.46519873101702824,178.2466415118507,38.10550195168224,96.0866109474375,5.247951847573409,0.36711434582213737,0.28223620174884356,43.93515318613054,14.999377032003043,5.0955414641488606,Desert,782.4432369794605,21.50285652885205
Rajasthan,District_25,5.748929939420863,0.9353711529058386,240.26048732568154,20.567045431629175,230.80659478974152,26.11229407696252,0.3504640426700303,0.1846135933184144,23.355116965278615,7.981300623074743,4.314730156054499,Mountain,613.8570598631713,36.65061114068371
Himachal Pradesh,District_100,6.570284036920939,1.665139746249112,106.87237257009548,31.959546593131442,134.67106573162138,59.61875899009139,0.21307484003812444,0.5876643205085714,19.01429098749164,7.296121208351453,0.7869024415594815,Black,1014.9275020076419,12.127359008486899
Gujarat,District_60,6.261231102645126,0.6905062274243746,323.56689487846546,42.10856230126389,228.19602558785957,17.450491613340773,0.8234820372016929,0.37170141321927047,25.54508742426065,4.653051941768926,0.6928269097537657,Laterite,618.0234159201665,30.219262795118063
Nagaland,District_90,6.810380212770702,1.108613691088197,92.39468722442534,23.559972381059026,131.5329408150935,10.62360832305234,1.0460994059087096,0.2092258120176081,17.459678571059786,44.64000189339872,3.8234393655610606,Mountain,407.38430106702765,39.27871898892957
Bihar,District_65,5.143005966467655,0.8256370953656481,57.80378016005654,19.541336548799926,50.0,14.568148749823091,0.8566520435535484,0.08118543080396463,81.49369711546332,41.00761750037182,2.050973634003727,Black,1116.9670778067048,30.985307067070767
Tripura,District_84,6.247661179139796,0.23180723482467666,248.34851616123132,23.687458185716647,116.68070702711711,10.034740281228354,0.6658955329881502,1.7183662466774527,64.36669831307053,35.72840893662007,0.3807903189754069,Mountain,441.4807460276323,22.007100623295766
West Bengal,District_28,6.982291700871895,0.6997291150576689,50.0,15.643168264260654,111.5863240126844,4.148823232550731,2.2152586724910885,0.4184912353326791,74.39982594479527,29.288595210168094,0.03434122239666437,Desert,980.1512596976545,20.63320128162754
Maharashtra,District_16,6.812241765709844,0.139549193953712,107.05875183283484,60.51977188151937,158.34237951509473,4.570016006163663,0.4951005628079983,0.11513956258407297,22.314004820690954,15.586832940455125,8.94825123401217,Black,491.9427569200234,24.057069371470654
Nagaland,District_47,7.336272293177459,0.918908481360966,65.13467056892257,37.48683496166025,201.38013401316812,6.395442646702622,1.7296953425203565,0.1746795463780175,44.53172156391436,17.633234983571842,0.31895147989424444,Desert,771.9522742280794,24.794569611103213
Uttar Pradesh,District_81,7.266289234397039,0.40248971243673687,299.8842644283468,28.435230588209723,220.8158711931099,9.221423606984825,0.2879873999937947,0.6310557104805788,18.762526406839093,6.910251704884362,3.6303368275720276,Alluvial,1185.3053212969933,30.146336533047002
Himachal Pradesh,District_92,6.311471637495003,0.42470173186181814,191.3661865493703,8.059742093073767,200.10291456806314,24.890346855971462,1.6684700133287806,0.19878852465357558,27.67018684370104,3.6015139392077042,3.628755184408168,Black,917.3789403115652,19.675472826982723
Uttar Pradesh,District_58,6.944142659690146,0.6142948648142929,219.50585607065855,53.63270605543255,153.4336842133984,13.50861447265343,0.4917497931507396,0.43089484130614253,83.51977398325064,34.11967569583797,10.256983585924472,Black,1107.1302866963106,29.893398400102523
Rajasthan,District_76,5.840008286365956,0.44138956600923906,208.949632020494,12.648082019441805,338.9731374049653,1.942673981593716,0.6180143918950501,1.1068359128069063,16.33712383401636,4.565363881915431,2.2379051710338564,Mountain,943.6096926183673,21.685630629397064
Arunachal Pradesh,District_27,6.475726017167254,0.17869536284262305,68.11233384891439,38.36011542526745,185.76834055637588,25.724855556805615,2.270434245223334,1.5913297133846769,43.850288543098316,17.67416233559078,1.690663480751753,Red,446.9881567004684,31.742293496488564
Punjab,District_53,5.533259033660353,0.18317174667967767,109.7646297016237,12.49176109367412,50.0,9.924564100274338,0.6394251202388105,0.49607180081398705,16.044064428911952,10.126549376829713,9.128137461273925,Mountain,691.6437668239764,41.267164739524915
West Bengal,District_42,8.07850931873151,0.2478189818601421,136.30397725814177,16.85914413292174,63.81831914492645,19.48692611261318,0.30307984657541853,0.25149096484536093,28.607057084933622,4.681110380647278,2.86923192609992,Mountain,712.824195925538,31.659218817630272
Manipur,District_59,6.471806839363121,0.1,467.8932686493203,31.6526059339162,191.44178541779993,37.60358543316024,0.5595042843464405,0.3311629029676173,53.413529696477895,5.326846467515091,0.4876675791908151,Desert,1157.619335558103,21.867464923973802
West Bengal,District_47,8.076732135473677,0.549491165567804,65.48259542167136,37.81774773237495,90.70441232763332,12.41758001711843,0.4396516444401142,0.2271196530164485,67.92713521367918,20.40477447861215,2.222200368714541,Alluvial,1372.6921439805965,28.757375119140438
Gujarat,District_94,7.173795282426134,0.5415121221600284,50.0,43.61579702963153,93.94995601529799,29.390349921566468,0.4886054437053089,0.37895552995527393,35.33059709441806,11.879918096931418,3.7292852929894953,Alluvial,868.0337661244397,30.90384817606585
Kerala,District_34,5.737205286012522,0.39384437646385323,311.1951193727789,35.4327489818452,104.98623927446118,24.81376179310928,0.766989421234693,1.9939256035528403,68.980848528976,33.94355410302763,1.2875787438938684,Red,596.3731158918683,13.90308630442786
Delhi,District_37,7.1013279188018235,0.49111412371993485,185.28132523521893,24.313889832989485,91.62399445613428,14.229279813907283,0.8120080354102266,0.33378627266565913,42.41916797960628,23.549485486442258,0.18450956573310415,Desert,560.0437985611177,24.990928570233304
Haryana,District_6,7.771661918105414,0.4457961113098504,201.24967442648395,5.0,128.88776202191045,11.43075461478836,0.4375109685695277,0.5363594664435182,57.33822169126698,4.923422788616075,2.3423804849981615,Red,1213.7424134322973,37.109453614480934
Manipur,District_7,6.706903050076984,0.40055959356855403,64.5169947218528,9.917641831398317,164.23502640084635,5.823539638636607,1.7073049462399288,1.019865193076845,31.25673810917139,28.36165585789365,0.5232107912727942,Red,923.1463442693229,35.35298306843033
Assam,District_96,6.888835222809486,0.3564589567900308,190.9844255650226,23.80134959724698,80.94104337127064,15.74109715049476,0.19364059378079485,0.3879034372769426,5.811102750832785,7.041206128148431,3.2404512970078145,Desert,606.4633708360147,14.664510421751492
Maharashtra,District_96,6.138251229973906,0.5568971630519237,77.55088365271835,5.0,98.67816983658855,29.14242154519275,1.8197522984606231,0.05002393562985557,33.69337322210378,21.138569057555937,0.6208865927443881,Red,922.8404394307047,31.427156465918365
Mizoram,District_25,6.828923871772817,0.9399768604113985,50.0,61.91883460000379,132.64780618410228,9.213221113342035,0.2603515203184283,1.3256805987095832,102.6567886665467,7.0298520305918695,4.267564497528199,Mountain,1245.0752158215003,32.97419673142321
Bihar,District_33,7.08547782656257,0.7280295837967686,201.15967350336103,40.16952398873003,138.99507030733062,27.461905998527357,0.9282981001075932,1.229082737832122,20.081755020288348,25.726573431019464,5.812579607782695,Black,664.1301955342681,17.061754508919385
Nagaland,District_55,6.105421023057787,0.980676270050558,97.42793911154772,18.4479747240315,169.48363936092238,23.764795015316388,0.6388020382993905,0.5966529809945371,56.35700698240525,43.27071836764216,2.371755189348647,Desert,420.1807957315954,43.20231436471336
Haryana,District_58,5.504844875984414,0.3534535298955224,97.66425976100896,13.189880236595528,135.76402271541775,8.387446814989753,0.9849812798145359,0.3368760481274353,34.444600569064335,23.375861108942765,0.7138352243558888,Laterite,564.9026431533375,37.496033426384784
Bihar,District_7,8.345564599499834,0.5787985490532281,145.00705100605833,50.10469335166793,261.1740383476804,6.937376893660591,0.5506393353963825,2.0256223134911764,19.790624078921386,10.905716248827817,2.885928059462461,Desert,848.1560604113088,24.917327850723215
Arunachal Pradesh,District_57,7.5249446071816894,0.3136202615707247,80.78865705166982,17.352338227458922,314.9252047030343,31.188395318553813,0.9782563570609173,0.7508500991940754,54.5304042802924,19.826452013847444,0.2837361071630173,Alluvial,560.9400814036976,29.599693375622696
Jammu and Kashmir,District_12,6.142810273554339,0.44699245569471874,180.32592401261954,62.8429545242424,218.03897428840338,26.128497282312612,0.030060883443244247,0.3118440235082489,14.01109862934933,72.88591675641341,5.77764757771301,Black,615.947861247225,38.402798359161764
Goa,District_16,7.063588708589666,0.5864949820613083,180.86667259682375,38.351753884297125,157.0792789513448,21.18683464958742,2.0323562979194048,1.185824387501907,20.42502145630993,0.7870977916261911,3.6844602293735376,Mountain,397.20302362026416,34.839435063201606
Sikkim,District_80,5.025705598792413,0.1,248.17478201759613,26.47393920854717,95.72341199946413,1.3684789059127314,1.8360153665345458,0.3431503329112957,29.79498325597267,18.419816813095174,7.694431822412924,Mountain,257.94471995118283,32.24065141878482
Jharkhand,District_43,4.5,0.47078606382854676,164.3582701519674,16.5910570349038,111.09626140902186,8.285806235569739,0.1897098645535255,0.11072274974090203,50.1081258505586,9.573996137649305,2.7073415985923384,Black,657.2487348709592,35.791444412341164
Bihar,District_100,8.100959704973361,1.3338635708721878,102.83836504831972,17.200063115927993,65.50201301552616,15.722238939270982,2.012089346716918,0.0944855630580649,42.4774104792626,10.862387335478587,2.0090906792136503,Laterite,1259.9055601612242,38.64241612903506
Sikkim,District_77,7.0754613683138485,0.4548777813249845,149.17698575733297,29.809176393398175,131.79692756202203,5.64140684949394,2.95574276613193,1.3084045933404935,39.63894005277167,8.063550884568025,2.519117096884379,Black,200.0,22.548865309271253
Delhi,District_7,6.74275703661846,0.3134055670612517,54.49055262428809,58.27078449687234,54.766407244784645,4.512070632155471,1.1094859097780696,0.04984325674196305,48.36258340956606,24.828115927853286,2.9303061347901256,Black,915.8859921551672,24.779411343741824
Nagaland,District_100,7.0791886457755435,0.41626668950797885,100.89216617224923,7.045043064790819,144.50704267756004,17.348168562991276,0.8839414490862318,0.3987500543706335,34.30499972046705,5.484863182608842,0.9112689983767559,Black,435.2993772376942,25.69806057522951
Uttar Pradesh,District_51,9.5,0.3833365334355603,217.01618278229918,88.00941697092041,258.32297245013194,19.22575412645101,2.0699331399239216,0.5960961194465063,29.16203371941114,32.75452488628468,9.445370003916423,Laterite,200.0,10.0
Kerala,District_73,7.842914343494389,1.1830296090431898,61.902996184723456,81.14222361335877,93.81722220965403,18.413423544299754,0.8158772640769091,0.44309590551920425,67.07120098070635,5.724678745721101,1.171544405184208,Laterite,1098.6985406347997,23.610754725110496
Arunachal Pradesh,District_32,5.545471680350232,0.16248843221619516,121.43180449927917,10.40526648123164,201.85192086057188,8.03615038664901,0.6976720636480672,1.1175479645719169,62.87367154364233,8.734514084722338,1.8324650938674283,Laterite,644.5932491897449,37.964764209015584
Jharkhand,District_75,4.78354832969561,0.6013099929205771,337.1386416259199,22.4704397093963,143.52873033508345,23.180924481673497,0.7697912952500113,0.25398982519788943,57.56061322780788,26.888634285339368,2.5710791302722673,Mountain,352.2086655165363,40.56602177105872
Jammu and Kashmir,District_8,8.0654429160313,0.6766825702368332,110.72699401501391,34.944971798989336,136.24936465939783,7.316400106173856,1.3451895871419415,1.330863541948143,42.40976394540512,8.249305256623671,4.462395159693017,Black,760.5603199701819,29.45140201079626
Bihar,District_97,7.827315025076008,0.8642143007682612,183.61665359090406,65.1641965432537,161.83914692449176,11.813297589128288,1.2189644755501738,0.8319920811705276,66.34331402622334,21.71429253768364,0.4137021722397258,Desert,992.7518936082282,23.373564476834147
Maharashtra,District_87,7.490072921060529,0.371988958310616,150.10662139422845,15.352904589321756,183.0123493938294,26.733445759811044,0.7889749243312592,0.9689307289237542,37.903574541898145,10.96929309052342,2.196666241267477,Desert,667.4665589996814,36.266726937658
Meghalaya,District_89,5.824545162920728,0.5904838134401336,173.0494132295685,6.966905522776419,350.15404260257594,15.393155376342927,0.46250366885637484,2.714648508155059,53.611430246444385,17.365776931669153,1.8498377024410924,Alluvial,615.9481210637362,20.854861550093638
Manipur,District_72,7.23594246786077,0.38351799848764445,50.0,52.763708776770144,130.61886419732997,10.207598296139906,1.5296809602628207,1.322027945633516,49.880194323370226,3.4315812540905877,0.495052656823652,Desert,943.2402483538707,45.0
Haryana,District_45,5.931985797507841,0.48745527582975307,123.74772061310458,27.551470402737298,226.60968988007212,8.290636516201952,1.784322724007976,1.8117817694220282,36.30851207506587,9.578826612282588,9.918156564294181,Red,1415.1947035932558,23.689481190945536
Maharashtra,District_86,7.595338263225154,0.689314582412616,153.32345834402955,28.741322208954024,158.6087847250145,12.437240287287608,0.25500534662460744,0.05341495760395271,111.81599683427974,16.01081226680305,4.478569704149509,Desert,404.96688416596453,15.647460976743304
Tamil Nadu,District_59,7.979188288726809,1.6884702990120193,100.87249608771904,58.544390506560944,93.93921380528391,12.205689152377472,0.7084224473750652,0.7055318660053981,120.37323763258465,25.996390681905996,1.361280637281086,Laterite,1417.984359395737,39.81995231520132
West Bengal,District_4,6.147832689404558,0.30302816085134937,55.19946510562682,33.52006448934302,307.08552009633394,7.87740139899574,1.0650909616596418,1.0273893687071012,39.378278955576235,6.248552822088652,3.3190913585548576,Mountain,674.5947017146423,45.0
Tripura,District_67,8.158172193458508,0.6626330300290427,133.76042279181334,10.146134222577539,124.22042087907604,11.296520182714636,3.3254325461213288,0.7397464351378109,60.78127289900739,18.43271469957269,0.12456684443083184,Red,886.0553443712012,45.0
Jammu and Kashmir,District_29,6.9378228794752514,0.6112020590193502,500.0,55.79949266601109,64.12302879488408,8.491630399031331,1.3525721836088516,0.7547226256022607,15.873688048505324,21.769997228222714,0.3254929421059801,Black,1315.5546956631192,22.92659363071804
Haryana,District_29,7.390247854930382,0.1,76.78667712871126,13.709842977883605,205.19944419186044,33.721661531727285,1.9279889310426197,0.6041957678743541,80.89982553302713,23.866354920656022,4.588745996557962,Laterite,692.5437188261509,39.97047993882316
Rajasthan,District_98,5.228439963571034,0.6654026809531853,122.05188416943429,6.1054026555623775,210.80655257163912,3.331255540348595,0.08655909381521582,0.22043112008900703,40.5934114025191,19.955012936305796,2.2511847964302585,Desert,297.58166274892307,40.15178041007961
